question: The baby she gave birth to is her husbands and he has even offered to have the courts set her free if she returns, but @placeholder has refused. context: The harrowing stories of women and children locked up for so-called 'moral crimes' in Afghanistan's notorious female prison have been revealed after cameras were allowed inside. Mariam has been in Badam Bagh prison for three months after she shot a man who just raped her at gunpoint and then turned the weapon on herself - but she has yet to been charged. Nuria has eight months left to serve of her sentence for trying to divorce her husband. She gave birth in prison to her son and they share a cell together. Scroll down for video Nuria was jailed for trying to divorce her husband. Her son is one of 62 children living at Badam Bagh prison @highlight Most of the 202 Badam Bagh inmates are jailed for so-called 'moral crimes' @highlight Crimes include leaving their husbands or refusing an arrange marriage @highlight 62 children live there and share cells with their mothers and five others	Nuria
question: The broadcast then faded to black, showing @placeholder singing along to the national anthem. context: Caracas, Venezuela (CNN) -- It's been more than 180 years since Venezuelans saw Simon Bolivar's face. But the revolutionary leader's thick sideburns, bushy eyebrows and steely gaze popped out from behind picture frames Tuesday in new 3-D images unveiled by President Hugo Chavez. Researchers used several software programs to reconstruct the face of the man who liberated Bolivia, Colombia, Ecuador, Panama, Peru and Venezuela from the Spanish crown. Scans of Bolivar's skeletal remains, which investigators exhumed two years ago, factored into their calculations. So did historical paintings, photos of restored uniforms Bolivar wore and images of middle-aged Venezuelans, officials said. @highlight Researchers use computer programs to reconstruct Simon Bolivar's face @highlight Venezuelan President Hugo Chavez unveils new, 3-D portraits of Bolivar @highlight Researchers use data from skeletal remains exhumed two years ago @highlight An investigation into Bolivar's 1830 death has been inconclusive, the government says	Hugo Chavez
question: In 1819, @placeholder founded Gran Colombia, a federation of what is now Venezuela, Colombia, Panama and Ecuador. context: Caracas, Venezuela (CNN) -- It's been more than 180 years since Venezuelans saw Simon Bolivar's face. But the revolutionary leader's thick sideburns, bushy eyebrows and steely gaze popped out from behind picture frames Tuesday in new 3-D images unveiled by President Hugo Chavez. Researchers used several software programs to reconstruct the face of the man who liberated Bolivia, Colombia, Ecuador, Panama, Peru and Venezuela from the Spanish crown. Scans of Bolivar's skeletal remains, which investigators exhumed two years ago, factored into their calculations. So did historical paintings, photos of restored uniforms Bolivar wore and images of middle-aged Venezuelans, officials said. @highlight Researchers use computer programs to reconstruct Simon Bolivar's face @highlight Venezuelan President Hugo Chavez unveils new, 3-D portraits of Bolivar @highlight Researchers use data from skeletal remains exhumed two years ago @highlight An investigation into Bolivar's 1830 death has been inconclusive, the government says	Bolivar
question: In 1819, Bolivar founded @placeholder, a federation of what is now Venezuela, Colombia, Panama and Ecuador. context: Caracas, Venezuela (CNN) -- It's been more than 180 years since Venezuelans saw Simon Bolivar's face. But the revolutionary leader's thick sideburns, bushy eyebrows and steely gaze popped out from behind picture frames Tuesday in new 3-D images unveiled by President Hugo Chavez. Researchers used several software programs to reconstruct the face of the man who liberated Bolivia, Colombia, Ecuador, Panama, Peru and Venezuela from the Spanish crown. Scans of Bolivar's skeletal remains, which investigators exhumed two years ago, factored into their calculations. So did historical paintings, photos of restored uniforms Bolivar wore and images of middle-aged Venezuelans, officials said. @highlight Researchers use computer programs to reconstruct Simon Bolivar's face @highlight Venezuelan President Hugo Chavez unveils new, 3-D portraits of Bolivar @highlight Researchers use data from skeletal remains exhumed two years ago @highlight An investigation into Bolivar's 1830 death has been inconclusive, the government says	Colombia
question: In 1819, Bolivar founded Gran Colombia, a federation of what is now @placeholder, Colombia, Panama and Ecuador. context: Caracas, Venezuela (CNN) -- It's been more than 180 years since Venezuelans saw Simon Bolivar's face. But the revolutionary leader's thick sideburns, bushy eyebrows and steely gaze popped out from behind picture frames Tuesday in new 3-D images unveiled by President Hugo Chavez. Researchers used several software programs to reconstruct the face of the man who liberated Bolivia, Colombia, Ecuador, Panama, Peru and Venezuela from the Spanish crown. Scans of Bolivar's skeletal remains, which investigators exhumed two years ago, factored into their calculations. So did historical paintings, photos of restored uniforms Bolivar wore and images of middle-aged Venezuelans, officials said. @highlight Researchers use computer programs to reconstruct Simon Bolivar's face @highlight Venezuelan President Hugo Chavez unveils new, 3-D portraits of Bolivar @highlight Researchers use data from skeletal remains exhumed two years ago @highlight An investigation into Bolivar's 1830 death has been inconclusive, the government says	Venezuela
question: A new $116 million mausoleum to house Bolivar's remains is under construction in @placeholder, Venezuela's government said in a statement Tuesday. context: Caracas, Venezuela (CNN) -- It's been more than 180 years since Venezuelans saw Simon Bolivar's face. But the revolutionary leader's thick sideburns, bushy eyebrows and steely gaze popped out from behind picture frames Tuesday in new 3-D images unveiled by President Hugo Chavez. Researchers used several software programs to reconstruct the face of the man who liberated Bolivia, Colombia, Ecuador, Panama, Peru and Venezuela from the Spanish crown. Scans of Bolivar's skeletal remains, which investigators exhumed two years ago, factored into their calculations. So did historical paintings, photos of restored uniforms Bolivar wore and images of middle-aged Venezuelans, officials said. @highlight Researchers use computer programs to reconstruct Simon Bolivar's face @highlight Venezuelan President Hugo Chavez unveils new, 3-D portraits of Bolivar @highlight Researchers use data from skeletal remains exhumed two years ago @highlight An investigation into Bolivar's 1830 death has been inconclusive, the government says	Caracas
question: A new $116 million mausoleum to house Bolivar's remains is under construction in Caracas, @placeholder's government said in a statement Tuesday. context: Caracas, Venezuela (CNN) -- It's been more than 180 years since Venezuelans saw Simon Bolivar's face. But the revolutionary leader's thick sideburns, bushy eyebrows and steely gaze popped out from behind picture frames Tuesday in new 3-D images unveiled by President Hugo Chavez. Researchers used several software programs to reconstruct the face of the man who liberated Bolivia, Colombia, Ecuador, Panama, Peru and Venezuela from the Spanish crown. Scans of Bolivar's skeletal remains, which investigators exhumed two years ago, factored into their calculations. So did historical paintings, photos of restored uniforms Bolivar wore and images of middle-aged Venezuelans, officials said. @highlight Researchers use computer programs to reconstruct Simon Bolivar's face @highlight Venezuelan President Hugo Chavez unveils new, 3-D portraits of Bolivar @highlight Researchers use data from skeletal remains exhumed two years ago @highlight An investigation into Bolivar's 1830 death has been inconclusive, the government says	Venezuela
question: The contingency plans outlined military options from blocking outgoing Cuban ships carrying troops and war material to airstrikes against @placeholder bases and airfields. context: U.S. Secretary of State Henry Kissinger ordered contingency plans drawn up nearly 40 years ago to attack Cuba, incensed over the small island's deployment of troops to Angola, according to declassified government documents posted online Wednesday. In several White House meetings, Kissinger advocated for strong action to stop Castro, fearful that his incursion in Africa was making the U.S. look weak. He argued that Cuba's actions were driving fears around the world of a wider race war that could spill over into Latin America and even destabilize the Middle East. In a series of contingency plans that followed, options ranged from a military blockade to airstrikes and mining of Cuban ports. @highlight Then-U.S. Secretary of State angered by Fidel Castro's decision to send troops into Angola in 1975 @highlight Kissinger feared it would ruin his plans for Africa and wanted to retaliate @highlight Drew up plans in 1976 to attack ports and military installations in Cuba @highlight 'I would be in favor of clobbering them,' Kissinger said, according to the documents @highlight Plans never eventuated as Jimmy Carter was elected	Cuba
question: They stated that while the 'threshold' should be low if Cuba moves against U.S. territories, it should be 'highest' for @placeholder. context: U.S. Secretary of State Henry Kissinger ordered contingency plans drawn up nearly 40 years ago to attack Cuba, incensed over the small island's deployment of troops to Angola, according to declassified government documents posted online Wednesday. In several White House meetings, Kissinger advocated for strong action to stop Castro, fearful that his incursion in Africa was making the U.S. look weak. He argued that Cuba's actions were driving fears around the world of a wider race war that could spill over into Latin America and even destabilize the Middle East. In a series of contingency plans that followed, options ranged from a military blockade to airstrikes and mining of Cuban ports. @highlight Then-U.S. Secretary of State angered by Fidel Castro's decision to send troops into Angola in 1975 @highlight Kissinger feared it would ruin his plans for Africa and wanted to retaliate @highlight Drew up plans in 1976 to attack ports and military installations in Cuba @highlight 'I would be in favor of clobbering them,' Kissinger said, according to the documents @highlight Plans never eventuated as Jimmy Carter was elected	Africa
question: Innocence of youth: Many of the @placeholder's younger generations have turned their backs on tribal life and moved to the cities where living conditions are better context: A Peruvian tribe once revered by the Inca's for their fierce hunting skills and formidable warriors are clinging on to their traditional existence in the coca growing valleys of South America, sharing their land with drug traffickers, rebels and illegal loggers. Ashaninka Indians are the largest group of indigenous people in the mountainous nation's Amazon region, but their settlements are so sparse that they now make up less than one per cent of Peru's 30 million population. Ever since they battled rival tribes for territory and food during native rule in the rainforests of South America, the Ashaninka have rarely known peace. @highlight The Ashaninka tribe once shared the Amazon with the like of the Incas hundreds of years ago @highlight They have been forced to share their land after years of conflict forced rebels and drug dealers into the forest @highlight Despite settling in valleys rich with valuable coca, they live a poor pre-industrial existence	Ashaninka
question: 'When it comes to assuring our clients' safety, we take product testing extremely seriously,' @placeholder says in a video taken of the display. context: For everyone who has ever thought about shooting their boss - metaphorically, o fcourse - this one is for you. An employee of a Texas armored car company got to do just that this week to 'demonstrate that they take client safety seriously'. And to further that demonstration, the CEO was sitting alone inside the Mercedes-Benz as 12 rounds from an AK-47 rained down upon the SUV. The company, Texas Armoring Corporation, has supplied protected vehicles to the Pope, celebrities like rapper T.I. and actor Steven Segal and oil executives in West Africa, according to My San Antonio. Texas Armoring Corp. & Jason Forston. @highlight Texas Armoring Corporation created a video to show the effectiveness of their armored @highlight CEO R. Trent Kimball sat in the drivers seat of a Mercedes-Benz SUV @highlight Total of 12 rounds fired at the windscreen @highlight Company known for working with celebrities, oil barons and even the Pope	Trent Kimball
question: Knock off or not, there's no denying the ambition of the China's @placeholder mission, which on December 14 achieved the first lunar soft landing in nearly four decades and aims at a manned mission by 2020. context: By Damien Gayle PUBLISHED: 15:38 EST, 10 January 2014 | UPDATED: 19:30 EST, 10 January 2014 China's space agency today distributed fresh new pictures of the Moon's surface from its lunar lander and rover. The Jade Rabbit rover can be seen trundling across the pockmarked surface of Earth's satellite in pictures released today by the Chinese Academy of Sciences. The successful soft-landing of the Chang'e 3 lander in December made China the third country to complete a lunar rover mission after the United States and Russia. Chasing the horizon: The sky over the Moon appears inky black in this picture showing the Jade Rabbit rover trundling across the lunar surface taken from the Chang'e 3 lander and released today by Chinese scientists @highlight President Xi Xinping made the comments while congratulating scientists @highlight Could be a self-aware spin on worldwide ubiquity of Chinese-made goods @highlight Ironically, even Jade Rabbit's engineers admit their design is derivative	Moon
question: He said Sitton's home had been under police protection and @placeholder had patrolled his home nights with a shotgun since the incident. context: (CNN) -- The father of a 6-year-old girl, one of four relatives who police say were killed by another family member on Thanksgiving Day, said it was "unbelievable" how a tip from a television viewer brought about the arrest of the suspect. "Before the show even came on, Paul was being surrounded by the people behind me," Jim Sitton said Tuesday in Jupiter, Florida, standing in front of police officers. Paul M. Merhige is accused of fatally shooting his twin sisters, Sitton's 6-year-old daughter Makayla -- Merhige's cousin -- and a 79-year-old aunt at a family home in Jupiter, Florida, on November 26. @highlight Dad of slain girl, 6, says arrest of relative is first step towards justice @highlight Viewer tip led to arrest of suspect in fatal Thanksgiving shooting @highlight Paul Michael Merhige was arrested Saturday at motel in Florida Keys @highlight Couple who called police lifted tarp to check license plate on Merhige's car	Jim Sitton
question: According to the study, @placeholder acts as a megaphone for younger web users. context: The way you use Facebook and Twitter could mirror how narcissistic you are, according to a new university study. Research by the University of Michigan examined how social media websites reflect a growing culture of narcissism in the US. Scientists found that middle-aged narcissists are more likely to frequently update their Facebook status, while their younger counterparts take to Twitter to satisfy their vanity. So vain: Adult narcissists are more likely to use Facebook to gain the approval of their peers to boost their ego, according to new research According to Elliot Panek, who was one of three scientists behind the research, middle-aged people use Facebook as a way of gaining approval of their image from their peers, while college students prefer Twitter because they over-value their own opinions. @highlight New research examines link between social media and narcissism @highlight It found younger users are most likely to take to Twitter to boost their ego @highlight But older users will update Facebook in a bid to gain approval from friends	Twitter
question: Soon afterwards, he went stumbling backwards and fell on his backside while trying to control a relatively simple pass from @placeholder. context: Why always me? It was Mario Balotelli who first asked the question of himself, and years later we’re still no closer to finding an answer. The man just seems to be a magnet for everything: good and bad. The centre of attention, like he’s involved in a little exhibition game all of his own. And if we thought the white-hot atmosphere of Istanbul’s Ataturk Stadium would make Mario rein himself in a little after those penalty shenanigans in the first leg at Anfield last week, we were very much mistaken. Liverpool striker Mario Balotelli looks over at manager Brendan Rodgers after being substituted @highlight Mario Balotelli received a yellow card after just 11 minutes @highlight Balotelli and Daniel Sturridge were paired up front against Besiktas @highlight Balotelli was substituted in the 82nd minute for Adam Lallana @highlight The striker did not look happy to be going off with extra time looming	Daniel Sturridge
question: A former constitutional law professor, Obama understands that although he has a limited reserve of power that could allow him to act alone, his power will be far greater with @placeholder. context: (CNN) -- President Barack Obama has done the right thing by asking Congress to authorize the use of force against Syria to punish President Bashar al-Assad for using chemical weapons on his own people. I say that even as someone who has been a sharp critic of the administration's Syria policy and an outspoken advocate of intervening in various ways to try to protect the millions of innocent Syrians whose lives are at risk, prevent the conflict from destabilizing the region and support members of the Syrian opposition who share our values. The president, as he announced in May, is trying to steer this nation back to a world in which we are not permanently at war and we do not turn to our military as the weapon of first resort in any international crisis. @highlight Anne-Marie Slaughter: Obama right to go to Congress about using force in Syria @highlight Slaughter: A world in which nations use chemical weapons with impunity is too dangerous @highlight She says striking Syria now will be a strike to protect the Syrian people, even if belated @highlight Slaughter: It's time for Congress to step up to its responsibility and support Obama	Congress
question: As chairman and chief executive officer of @placeholder, Jobs led the way in marrying the endless possibilities of technology with the glitz and glamour of the entertainment industry. context: (CNN) -- During a 1996 interview with television talk show host Charlie Rose, Apple co-founder Steve Jobs took exception to Rose's characterization of him as "a guy who founds high-tech companies and tries to make another billion." "Yeah, well, I don't think of myself that way," Jobs said. "The things that I have done in my life, I think the things we do now at Pixar [the animation company he bought in 1986], these are team sports. They are not something one person does." If pop culture were a team sport, Jobs would have certainly played quarterback. From the invention of iTunes, which completely changed the business of music, to offering the world its first completely full-length computer-generated animated film with Pixar's "Toy Story" in 1995, Jobs left his indelible fingerprints on the entertainment industry. @highlight Steve Jobs pioneered inventions that changed the way the world consumed media @highlight Pixar made the first fully computer-generated animated film @highlight Billboard editor says Jobs brillance made buying music easy and fun	Pixar
question: By then he was firmly back in the driver's seat as the chief executive officer of @placeholder, which was setting the world afire with its inventions. context: (CNN) -- During a 1996 interview with television talk show host Charlie Rose, Apple co-founder Steve Jobs took exception to Rose's characterization of him as "a guy who founds high-tech companies and tries to make another billion." "Yeah, well, I don't think of myself that way," Jobs said. "The things that I have done in my life, I think the things we do now at Pixar [the animation company he bought in 1986], these are team sports. They are not something one person does." If pop culture were a team sport, Jobs would have certainly played quarterback. From the invention of iTunes, which completely changed the business of music, to offering the world its first completely full-length computer-generated animated film with Pixar's "Toy Story" in 1995, Jobs left his indelible fingerprints on the entertainment industry. @highlight Steve Jobs pioneered inventions that changed the way the world consumed media @highlight Pixar made the first fully computer-generated animated film @highlight Billboard editor says Jobs brillance made buying music easy and fun	Apple
